site,species,n_years,french_name
890815,ALAARV,4,Alouette des champs
890815,CERBRA,4,Grimpereau des jardins
890815,COLPAL,4,Pigeon ramier
890815,CORCOR,4,Corneille noire
890815,CUCCAN,4,Coucou gris
890815,DENMAJ,4,Pic épeiche
890815,ERIRUB,4,Rougegorge familier
890815,FRICOE,4,Pinson des arbres
890815,GALCHL,4,Gallinule poule-d'eau
890815,GARGLA,4,Geai des chênes
890815,HIRRUS,4,Hirondelle rustique
890815,LUSMEG,4,Rossignol philomèle
890815,MILCAL,4,Bruant proyer
890815,PARCAE,4,Mésange bleue
890815,PARMAJ,4,Mésange charbonnière
890815,PASDOM,4,Moineau domestique
890815,PHOOCH,4,Rougequeue noir
890815,PHYCOL,4,Pouillot véloce
890815,PICVIR,4,Pic vert
890815,PRUMOD,4,Accenteur mouchet
890815,SITEUR,4,Sittelle torchepot
890815,STRDEC,4,Tourterelle turque
890815,STRTUR,4,Tourterelle des bois
890815,STUVUL,4,Étourneau sansonnet
890815,SYLATR,4,Fauvette à tête noire
890815,TROTRO,4,Troglodyte mignon
890815,TURMER,4,Merle noir
890815,TURPHI,4,Grive musicienne
890819,ALAARV,8,Alouette des champs
890819,APUAPU,8,Martinet noir
890819,CERBRA,8,Grimpereau des jardins
890819,COLPAL,8,Pigeon ramier
890819,CORCOR,8,Corneille noire
890819,CUCCAN,8,Coucou gris
890819,DENMAJ,8,Pic épeiche
890819,EMBCIT,8,Bruant jaune
890819,ERIRUB,8,Rougegorge familier
890819,FALTIN,8,Faucon crécerelle
890819,FRICOE,8,Pinson des arbres
890819,GALCHL,8,Gallinule poule-d'eau
890819,GARGLA,8,Geai des chênes
890819,HIRRUS,8,Hirondelle rustique
890819,LUSMEG,8,Rossignol philomèle
890819,PARCAE,8,Mésange bleue
890819,PARMAJ,8,Mésange charbonnière
890819,PASDOM,8,Moineau domestique
890819,PHOOCH,8,Rougequeue noir
890819,PHYCOL,8,Pouillot véloce
890819,PICVIR,8,Pic vert
890819,PRUMOD,8,Accenteur mouchet
890819,SITEUR,8,Sittelle torchepot
890819,STRDEC,8,Tourterelle turque
890819,STRTUR,8,Tourterelle des bois
890819,STUVUL,8,Étourneau sansonnet
890819,SYLATR,8,Fauvette à tête noire
890819,TROTRO,8,Troglodyte mignon
890819,TURMER,8,Merle noir
890819,TURPHI,8,Grive musicienne
890819,TURVIS,8,Grive draine
890840,ALAARV,6,Alouette des champs
890840,ANTTRI,6,Pipit des arbres
890840,CERBRA,6,Grimpereau des jardins
890840,COLPAL,6,Pigeon ramier
890840,CORCOR,6,Corneille noire
890840,CUCCAN,6,Coucou gris
890840,DENMAJ,6,Pic épeiche
890840,DRYMAR,6,Pic noir
890840,EMBCIT,6,Bruant jaune
890840,ERIRUB,6,Rougegorge familier
890840,FRICOE,6,Pinson des arbres
890840,GARGLA,6,Geai des chênes
890840,HIRRUS,6,Hirondelle rustique
890840,LULARB,6,Alouette lulu
890840,LUSMEG,6,Rossignol philomèle
890840,MILCAL,6,Bruant proyer
890840,PARCAE,6,Mésange bleue
890840,PARCRI,6,Mésange huppée
890840,PARMAJ,6,Mésange charbonnière
890840,PHYCOL,6,Pouillot véloce
890840,PICVIR,6,Pic vert
890840,PRUMOD,6,Accenteur mouchet
890840,SITEUR,6,Sittelle torchepot
890840,STRDEC,6,Tourterelle turque
890840,STRTUR,6,Tourterelle des bois
890840,STUVUL,6,Étourneau sansonnet
890840,SYLATR,6,Fauvette à tête noire
890840,TROTRO,6,Troglodyte mignon
890840,TURMER,6,Merle noir
890840,TURPHI,6,Grive musicienne
890840,TURVIS,6,Grive draine
890869,ALAARV,7,Alouette des champs
890869,ANTTRI,7,Pipit des arbres
890869,APUAPU,7,Martinet noir
890869,CERBRA,7,Grimpereau des jardins
890869,COLPAL,7,Pigeon ramier
890869,CORCOR,7,Corneille noire
890869,CUCCAN,7,Coucou gris
890869,DENMAJ,7,Pic épeiche
890869,ERIRUB,7,Rougegorge familier
890869,FALTIN,7,Faucon crécerelle
890869,FRICOE,7,Pinson des arbres
890869,GALCHL,7,Gallinule poule-d'eau
890869,GARGLA,7,Geai des chênes
890869,HIRRUS,7,Hirondelle rustique
890869,LUSMEG,7,Rossignol philomèle
890869,MILCAL,7,Bruant proyer
890869,PARCAE,7,Mésange bleue
890869,PARMAJ,7,Mésange charbonnière
890869,PASDOM,7,Moineau domestique
890869,PHOOCH,7,Rougequeue noir
890869,PHYCOL,7,Pouillot véloce
890869,PICVIR,7,Pic vert
890869,PRUMOD,7,Accenteur mouchet
890869,SITEUR,7,Sittelle torchepot
890869,STRDEC,7,Tourterelle turque
890869,STUVUL,7,Étourneau sansonnet
890869,SYLATR,7,Fauvette à tête noire
890869,TROTRO,7,Troglodyte mignon
890869,TURMER,7,Merle noir
890869,TURPHI,7,Grive musicienne
890869,TURVIS,7,Grive draine
890913,ALAARV,12,Alouette des champs
890913,ANTTRI,12,Pipit des arbres
890913,APUAPU,12,Martinet noir
890913,CERBRA,12,Grimpereau des jardins
890913,COLPAL,12,Pigeon ramier
890913,CORCOR,12,Corneille noire
890913,CUCCAN,12,Coucou gris
890913,DENMAJ,12,Pic épeiche
890913,DRYMAR,12,Pic noir
890913,EMBCIT,12,Bruant jaune
890913,ERIRUB,12,Rougegorge familier
890913,FALTIN,12,Faucon crécerelle
890913,FRICOE,12,Pinson des arbres
890913,GALCHL,12,Gallinule poule-d'eau
890913,GARGLA,12,Geai des chênes
890913,HIRRUS,12,Hirondelle rustique
890913,LULARB,12,Alouette lulu
890913,LUSMEG,12,Rossignol philomèle
890913,MILCAL,12,Bruant proyer
890913,PARCAE,12,Mésange bleue
890913,PARCRI,12,Mésange huppée
890913,PARMAJ,12,Mésange charbonnière
890913,PASDOM,12,Moineau domestique
890913,PHOOCH,12,Rougequeue noir
890913,PHYCOL,12,Pouillot véloce
890913,PICVIR,12,Pic vert
890913,PRUMOD,12,Accenteur mouchet
890913,SITEUR,12,Sittelle torchepot
890913,STRDEC,12,Tourterelle turque
890913,STRTUR,12,Tourterelle des bois
890913,STUVUL,12,Étourneau sansonnet
890913,SYLATR,12,Fauvette à tête noire
890913,TROTRO,12,Troglodyte mignon
890913,TURMER,12,Merle noir
890913,TURPHI,12,Grive musicienne
890913,TURVIS,12,Grive draine
890936,ALAARV,7,Alouette des champs
890936,ANTTRI,7,Pipit des arbres
890936,COLPAL,7,Pigeon ramier
890936,CORCOR,7,Corneille noire
890936,CUCCAN,7,Coucou gris
890936,DENMAJ,7,Pic épeiche
890936,DRYMAR,7,Pic noir
890936,EMBCIT,7,Bruant jaune
890936,ERIRUB,7,Rougegorge familier
890936,FALTIN,7,Faucon crécerelle
890936,FRICOE,7,Pinson des arbres
890936,GARGLA,7,Geai des chênes
890936,HIRRUS,7,Hirondelle rustique
890936,LULARB,7,Alouette lulu
890936,LUSMEG,7,Rossignol philomèle
890936,MILCAL,7,Bruant proyer
890936,PARCAE,7,Mésange bleue
890936,PARMAJ,7,Mésange charbonnière
890936,PASDOM,7,Moineau domestique
890936,PHYCOL,7,Pouillot véloce
890936,PICVIR,7,Pic vert
890936,PRUMOD,7,Accenteur mouchet
890936,STRDEC,7,Tourterelle turque
890936,STRTUR,7,Tourterelle des bois
890936,STUVUL,7,Étourneau sansonnet
890936,SYLATR,7,Fauvette à tête noire
890936,TROTRO,7,Troglodyte mignon
890936,TURMER,7,Merle noir
890936,TURPHI,7,Grive musicienne
890936,TURVIS,7,Grive draine
890938,ALAARV,6,Alouette des champs
890938,COLPAL,6,Pigeon ramier
890938,CORCOR,6,Corneille noire
890938,CUCCAN,6,Coucou gris
890938,DENMAJ,6,Pic épeiche
890938,DRYMAR,6,Pic noir
890938,EMBCIT,6,Bruant jaune
890938,ERIRUB,6,Rougegorge familier
890938,FALTIN,6,Faucon crécerelle
890938,FRICOE,6,Pinson des arbres
890938,GALCHL,6,Gallinule poule-d'eau
890938,GARGLA,6,Geai des chênes
890938,HIRRUS,6,Hirondelle rustique
890938,LULARB,6,Alouette lulu
890938,LUSMEG,6,Rossignol philomèle
890938,MILCAL,6,Bruant proyer
890938,PARCAE,6,Mésange bleue
890938,PARMAJ,6,Mésange charbonnière
890938,PASDOM,6,Moineau domestique
890938,PHOOCH,6,Rougequeue noir
890938,PHYCOL,6,Pouillot véloce
890938,PICVIR,6,Pic vert
890938,PRUMOD,6,Accenteur mouchet
890938,SITEUR,6,Sittelle torchepot
890938,STRDEC,6,Tourterelle turque
890938,STRTUR,6,Tourterelle des bois
890938,STUVUL,6,Étourneau sansonnet
890938,SYLATR,6,Fauvette à tête noire
890938,TROTRO,6,Troglodyte mignon
890938,TURMER,6,Merle noir
890938,TURPHI,6,Grive musicienne
890938,TURVIS,6,Grive draine
890951,ALAARV,11,Alouette des champs
890951,ANTTRI,11,Pipit des arbres
890951,CERBRA,11,Grimpereau des jardins
890951,COLPAL,11,Pigeon ramier
890951,CORCOR,11,Corneille noire
890951,CUCCAN,11,Coucou gris
890951,DENMAJ,11,Pic épeiche
890951,EMBCIT,11,Bruant jaune
890951,ERIRUB,11,Rougegorge familier
890951,FALTIN,11,Faucon crécerelle
890951,FRICOE,11,Pinson des arbres
890951,GALCHL,11,Gallinule poule-d'eau
890951,GARGLA,11,Geai des chênes
890951,HIRRUS,11,Hirondelle rustique
890951,LULARB,11,Alouette lulu
890951,LUSMEG,11,Rossignol philomèle
890951,MILCAL,11,Bruant proyer
890951,PARCAE,11,Mésange bleue
890951,PARMAJ,11,Mésange charbonnière
890951,PASDOM,11,Moineau domestique
890951,PHOOCH,11,Rougequeue noir
890951,PHYCOL,11,Pouillot véloce
890951,PICVIR,11,Pic vert
890951,PRUMOD,11,Accenteur mouchet
890951,SITEUR,11,Sittelle torchepot
890951,STRDEC,11,Tourterelle turque
890951,STRTUR,11,Tourterelle des bois
890951,STUVUL,11,Étourneau sansonnet
890951,SYLATR,11,Fauvette à tête noire
890951,TROTRO,11,Troglodyte mignon
890951,TURMER,11,Merle noir
890951,TURPHI,11,Grive musicienne
890951,TURVIS,11,Grive draine
890968,ALAARV,3,Alouette des champs
890968,ANTTRI,3,Pipit des arbres
890968,APUAPU,3,Martinet noir
890968,CERBRA,3,Grimpereau des jardins
890968,COLPAL,3,Pigeon ramier
890968,CORCOR,3,Corneille noire
890968,DENMAJ,3,Pic épeiche
890968,EMBCIT,3,Bruant jaune
890968,ERIRUB,3,Rougegorge familier
890968,FALTIN,3,Faucon crécerelle
890968,FRICOE,3,Pinson des arbres
890968,GARGLA,3,Geai des chênes
890968,HIRRUS,3,Hirondelle rustique
890968,LUSMEG,3,Rossignol philomèle
890968,MILCAL,3,Bruant proyer
890968,PARCAE,3,Mésange bleue
890968,PARMAJ,3,Mésange charbonnière
890968,PASDOM,3,Moineau domestique
890968,PHOOCH,3,Rougequeue noir
890968,PHYCOL,3,Pouillot véloce
890968,PICVIR,3,Pic vert
890968,PRUMOD,3,Accenteur mouchet
890968,STRDEC,3,Tourterelle turque
890968,STRTUR,3,Tourterelle des bois
890968,STUVUL,3,Étourneau sansonnet
890968,SYLATR,3,Fauvette à tête noire
890968,TROTRO,3,Troglodyte mignon
890968,TURMER,3,Merle noir
890968,TURPHI,3,Grive musicienne
890985,ALAARV,4,Alouette des champs
890985,ANTTRI,4,Pipit des arbres
890985,APUAPU,4,Martinet noir
890985,CERBRA,4,Grimpereau des jardins
890985,COLPAL,4,Pigeon ramier
890985,CORCOR,4,Corneille noire
890985,CUCCAN,4,Coucou gris
890985,DENMAJ,4,Pic épeiche
890985,DRYMAR,4,Pic noir
890985,EMBCIT,4,Bruant jaune
890985,ERIRUB,4,Rougegorge familier
890985,FRICOE,4,Pinson des arbres
890985,GARGLA,4,Geai des chênes
890985,HIRRUS,4,Hirondelle rustique
890985,LULARB,4,Alouette lulu
890985,LUSMEG,4,Rossignol philomèle
890985,MILCAL,4,Bruant proyer
890985,PARCAE,4,Mésange bleue
890985,PARMAJ,4,Mésange charbonnière
890985,PASDOM,4,Moineau domestique
890985,PHYCOL,4,Pouillot véloce
890985,PICVIR,4,Pic vert
890985,PRUMOD,4,Accenteur mouchet
890985,SITEUR,4,Sittelle torchepot
890985,STRTUR,4,Tourterelle des bois
890985,STUVUL,4,Étourneau sansonnet
890985,SYLATR,4,Fauvette à tête noire
890985,TROTRO,4,Troglodyte mignon
890985,TURMER,4,Merle noir
890985,TURPHI,4,Grive musicienne
890985,TURVIS,4,Grive draine
890986,ALAARV,3,Alouette des champs
890986,COLPAL,3,Pigeon ramier
890986,CUCCAN,3,Coucou gris
890986,DENMAJ,3,Pic épeiche
890986,EMBCIT,3,Bruant jaune
890986,FRICOE,3,Pinson des arbres
890986,GARGLA,3,Geai des chênes
890986,HIRRUS,3,Hirondelle rustique
890986,LULARB,3,Alouette lulu
890986,LUSMEG,3,Rossignol philomèle
890986,MILCAL,3,Bruant proyer
890986,PARCAE,3,Mésange bleue
890986,PARMAJ,3,Mésange charbonnière
890986,PASDOM,3,Moineau domestique
890986,PHOOCH,3,Rougequeue noir
890986,PHYCOL,3,Pouillot véloce
890986,PICVIR,3,Pic vert
890986,STRDEC,3,Tourterelle turque
890986,STRTUR,3,Tourterelle des bois
890986,SYLATR,3,Fauvette à tête noire
890986,TROTRO,3,Troglodyte mignon
890986,TURMER,3,Merle noir
890986,TURPHI,3,Grive musicienne
890986,TURVIS,3,Grive draine
891013,ALAARV,15,Alouette des champs
891013,ANTTRI,15,Pipit des arbres
891013,APUAPU,15,Martinet noir
891013,CERBRA,15,Grimpereau des jardins
891013,COLPAL,15,Pigeon ramier
891013,CORCOR,15,Corneille noire
891013,CUCCAN,15,Coucou gris
891013,DENMAJ,15,Pic épeiche
891013,DRYMAR,15,Pic noir
891013,EMBCIT,15,Bruant jaune
891013,ERIRUB,15,Rougegorge familier
891013,FALTIN,15,Faucon crécerelle
891013,FRICOE,15,Pinson des arbres
891013,GALCHL,15,Gallinule poule-d'eau
891013,GARGLA,15,Geai des chênes
891013,HIRRUS,15,Hirondelle rustique
891013,LULARB,15,Alouette lulu
891013,LUSMEG,15,Rossignol philomèle
891013,MILCAL,15,Bruant proyer
891013,PARCAE,15,Mésange bleue
891013,PARCRI,15,Mésange huppée
891013,PARMAJ,15,Mésange charbonnière
891013,PASDOM,15,Moineau domestique
891013,PHOOCH,15,Rougequeue noir
891013,PHYCOL,15,Pouillot véloce
891013,PICVIR,15,Pic vert
891013,PRUMOD,15,Accenteur mouchet
891013,SITEUR,15,Sittelle torchepot
891013,STRDEC,15,Tourterelle turque
891013,STRTUR,15,Tourterelle des bois
891013,STUVUL,15,Étourneau sansonnet
891013,SYLATR,15,Fauvette à tête noire
891013,TROTRO,15,Troglodyte mignon
891013,TURMER,15,Merle noir
891013,TURPHI,15,Grive musicienne
891013,TURVIS,15,Grive draine
891027,ALAARV,3,Alouette des champs
891027,ANTTRI,3,Pipit des arbres
891027,CERBRA,3,Grimpereau des jardins
891027,COLPAL,3,Pigeon ramier
891027,CORCOR,3,Corneille noire
891027,CUCCAN,3,Coucou gris
891027,DENMAJ,3,Pic épeiche
891027,EMBCIT,3,Bruant jaune
891027,ERIRUB,3,Rougegorge familier
891027,FALTIN,3,Faucon crécerelle
891027,FRICOE,3,Pinson des arbres
891027,GARGLA,3,Geai des chênes
891027,HIRRUS,3,Hirondelle rustique
891027,LULARB,3,Alouette lulu
891027,LUSMEG,3,Rossignol philomèle
891027,MILCAL,3,Bruant proyer
891027,PARCAE,3,Mésange bleue
891027,PARMAJ,3,Mésange charbonnière
891027,PASDOM,3,Moineau domestique
891027,PHOOCH,3,Rougequeue noir
891027,PHYCOL,3,Pouillot véloce
891027,PICVIR,3,Pic vert
891027,PRUMOD,3,Accenteur mouchet
891027,SITEUR,3,Sittelle torchepot
891027,STRDEC,3,Tourterelle turque
891027,STRTUR,3,Tourterelle des bois
891027,STUVUL,3,Étourneau sansonnet
891027,SYLATR,3,Fauvette à tête noire
891027,TROTRO,3,Troglodyte mignon
891027,TURMER,3,Merle noir
891027,TURPHI,3,Grive musicienne
891027,TURVIS,3,Grive draine
891036,ALAARV,7,Alouette des champs
891036,APUAPU,7,Martinet noir
891036,COLPAL,7,Pigeon ramier
891036,CORCOR,7,Corneille noire
891036,CUCCAN,7,Coucou gris
891036,DENMAJ,7,Pic épeiche
891036,DRYMAR,7,Pic noir
891036,EMBCIT,7,Bruant jaune
891036,ERIRUB,7,Rougegorge familier
891036,FALTIN,7,Faucon crécerelle
891036,FRICOE,7,Pinson des arbres
891036,GARGLA,7,Geai des chênes
891036,HIRRUS,7,Hirondelle rustique
891036,LULARB,7,Alouette lulu
891036,LUSMEG,7,Rossignol philomèle
891036,MILCAL,7,Bruant proyer
891036,PARCAE,7,Mésange bleue
891036,PARMAJ,7,Mésange charbonnière
891036,PASDOM,7,Moineau domestique
891036,PHYCOL,7,Pouillot véloce
891036,PICVIR,7,Pic vert
891036,PRUMOD,7,Accenteur mouchet
891036,STRDEC,7,Tourterelle turque
891036,STRTUR,7,Tourterelle des bois
891036,STUVUL,7,Étourneau sansonnet
891036,SYLATR,7,Fauvette à tête noire
891036,TROTRO,7,Troglodyte mignon
891036,TURMER,7,Merle noir
891036,TURPHI,7,Grive musicienne
891036,TURVIS,7,Grive draine
891045,ALAARV,15,Alouette des champs
891045,ANTTRI,15,Pipit des arbres
891045,APUAPU,15,Martinet noir
891045,CERBRA,15,Grimpereau des jardins
891045,COLPAL,15,Pigeon ramier
891045,CORCOR,15,Corneille noire
891045,CUCCAN,15,Coucou gris
891045,DENMAJ,15,Pic épeiche
891045,DRYMAR,15,Pic noir
891045,EMBCIT,15,Bruant jaune
891045,ERIRUB,15,Rougegorge familier
891045,FALTIN,15,Faucon crécerelle
891045,FRICOE,15,Pinson des arbres
891045,GALCHL,15,Gallinule poule-d'eau
891045,GARGLA,15,Geai des chênes
891045,HIRRUS,15,Hirondelle rustique
891045,LULARB,15,Alouette lulu
891045,LUSMEG,15,Rossignol philomèle
891045,MILCAL,15,Bruant proyer
891045,PARCAE,15,Mésange bleue
891045,PARCRI,15,Mésange huppée
891045,PARMAJ,15,Mésange charbonnière
891045,PASDOM,15,Moineau domestique
891045,PHOOCH,15,Rougequeue noir
891045,PHYCOL,15,Pouillot véloce
891045,PICVIR,15,Pic vert
891045,PRUMOD,15,Accenteur mouchet
891045,SITEUR,15,Sittelle torchepot
891045,STRDEC,15,Tourterelle turque
891045,STRTUR,15,Tourterelle des bois
891045,STUVUL,15,Étourneau sansonnet
891045,SYLATR,15,Fauvette à tête noire
891045,TROTRO,15,Troglodyte mignon
891045,TURMER,15,Merle noir
891045,TURPHI,15,Grive musicienne
891045,TURVIS,15,Grive draine
891125,ALAARV,11,Alouette des champs
891125,ANTTRI,11,Pipit des arbres
891125,APUAPU,11,Martinet noir
891125,CERBRA,11,Grimpereau des jardins
891125,COLPAL,11,Pigeon ramier
891125,CORCOR,11,Corneille noire
891125,CUCCAN,11,Coucou gris
891125,DENMAJ,11,Pic épeiche
891125,EMBCIT,11,Bruant jaune
891125,ERIRUB,11,Rougegorge familier
891125,FALTIN,11,Faucon crécerelle
891125,FRICOE,11,Pinson des arbres
891125,GARGLA,11,Geai des chênes
891125,HIRRUS,11,Hirondelle rustique
891125,LULARB,11,Alouette lulu
891125,LUSMEG,11,Rossignol philomèle
891125,MILCAL,11,Bruant proyer
891125,PARCAE,11,Mésange bleue
891125,PARMAJ,11,Mésange charbonnière
891125,PASDOM,11,Moineau domestique
891125,PHOOCH,11,Rougequeue noir
891125,PHYCOL,11,Pouillot véloce
891125,PICVIR,11,Pic vert
891125,PRUMOD,11,Accenteur mouchet
891125,STRDEC,11,Tourterelle turque
891125,STRTUR,11,Tourterelle des bois
891125,STUVUL,11,Étourneau sansonnet
891125,SYLATR,11,Fauvette à tête noire
891125,TROTRO,11,Troglodyte mignon
891125,TURMER,11,Merle noir
891125,TURPHI,11,Grive musicienne
891125,TURVIS,11,Grive draine
891149,ALAARV,4,Alouette des champs
891149,ANTTRI,4,Pipit des arbres
891149,CERBRA,4,Grimpereau des jardins
891149,COLPAL,4,Pigeon ramier
891149,CORCOR,4,Corneille noire
891149,CUCCAN,4,Coucou gris
891149,DENMAJ,4,Pic épeiche
891149,EMBCIT,4,Bruant jaune
891149,ERIRUB,4,Rougegorge familier
891149,FALTIN,4,Faucon crécerelle
891149,FRICOE,4,Pinson des arbres
891149,GALCHL,4,Gallinule poule-d'eau
891149,GARGLA,4,Geai des chênes
891149,HIRRUS,4,Hirondelle rustique
891149,LUSMEG,4,Rossignol philomèle
891149,PARCAE,4,Mésange bleue
891149,PARMAJ,4,Mésange charbonnière
891149,PASDOM,4,Moineau domestique
891149,PHOOCH,4,Rougequeue noir
891149,PHYCOL,4,Pouillot véloce
891149,PICVIR,4,Pic vert
891149,PRUMOD,4,Accenteur mouchet
891149,SITEUR,4,Sittelle torchepot
891149,STRDEC,4,Tourterelle turque
891149,STUVUL,4,Étourneau sansonnet
891149,SYLATR,4,Fauvette à tête noire
891149,TROTRO,4,Troglodyte mignon
891149,TURMER,4,Merle noir
891149,TURPHI,4,Grive musicienne
891149,TURVIS,4,Grive draine
891228,ALAARV,11,Alouette des champs
891228,ANTTRI,11,Pipit des arbres
891228,APUAPU,11,Martinet noir
891228,CERBRA,11,Grimpereau des jardins
891228,COLPAL,11,Pigeon ramier
891228,CORCOR,11,Corneille noire
891228,CUCCAN,11,Coucou gris
891228,DENMAJ,11,Pic épeiche
891228,DRYMAR,11,Pic noir
891228,ERIRUB,11,Rougegorge familier
891228,FALTIN,11,Faucon crécerelle
891228,FRICOE,11,Pinson des arbres
891228,GARGLA,11,Geai des chênes
891228,HIRRUS,11,Hirondelle rustique
891228,LULARB,11,Alouette lulu
891228,LUSMEG,11,Rossignol philomèle
891228,MILCAL,11,Bruant proyer
891228,PARCAE,11,Mésange bleue
891228,PARMAJ,11,Mésange charbonnière
891228,PASDOM,11,Moineau domestique
891228,PHOOCH,11,Rougequeue noir
891228,PHYCOL,11,Pouillot véloce
891228,PICVIR,11,Pic vert
891228,PRUMOD,11,Accenteur mouchet
891228,SITEUR,11,Sittelle torchepot
891228,STRDEC,11,Tourterelle turque
891228,STRTUR,11,Tourterelle des bois
891228,STUVUL,11,Étourneau sansonnet
891228,SYLATR,11,Fauvette à tête noire
891228,TROTRO,11,Troglodyte mignon
891228,TURMER,11,Merle noir
891228,TURPHI,11,Grive musicienne
891228,TURVIS,11,Grive draine
891241,ALAARV,6,Alouette des champs
891241,ANTTRI,6,Pipit des arbres
891241,CERBRA,6,Grimpereau des jardins
891241,COLPAL,6,Pigeon ramier
891241,CORCOR,6,Corneille noire
891241,CUCCAN,6,Coucou gris
891241,DENMAJ,6,Pic épeiche
891241,DRYMAR,6,Pic noir
891241,EMBCIT,6,Bruant jaune
891241,ERIRUB,6,Rougegorge familier
891241,FRICOE,6,Pinson des arbres
891241,GARGLA,6,Geai des chênes
891241,HIRRUS,6,Hirondelle rustique
891241,LULARB,6,Alouette lulu
891241,LUSMEG,6,Rossignol philomèle
891241,MILCAL,6,Bruant proyer
891241,PARCAE,6,Mésange bleue
891241,PARCRI,6,Mésange huppée
891241,PARMAJ,6,Mésange charbonnière
891241,PHOOCH,6,Rougequeue noir
891241,PHYCOL,6,Pouillot véloce
891241,PICVIR,6,Pic vert
891241,PRUMOD,6,Accenteur mouchet
891241,SITEUR,6,Sittelle torchepot
891241,STRDEC,6,Tourterelle turque
891241,STRTUR,6,Tourterelle des bois
891241,STUVUL,6,Étourneau sansonnet
891241,SYLATR,6,Fauvette à tête noire
891241,TROTRO,6,Troglodyte mignon
891241,TURMER,6,Merle noir
891241,TURPHI,6,Grive musicienne
891241,TURVIS,6,Grive draine
891267,ALAARV,21,Alouette des champs
891267,ANTTRI,21,Pipit des arbres
891267,APUAPU,21,Martinet noir
891267,CERBRA,21,Grimpereau des jardins
891267,COLPAL,21,Pigeon ramier
891267,CORCOR,21,Corneille noire
891267,CUCCAN,21,Coucou gris
891267,DENMAJ,21,Pic épeiche
891267,DRYMAR,21,Pic noir
891267,EMBCIT,21,Bruant jaune
891267,ERIRUB,21,Rougegorge familier
891267,FALTIN,21,Faucon crécerelle
891267,FRICOE,21,Pinson des arbres
891267,GALCHL,21,Gallinule poule-d'eau
891267,GARGLA,21,Geai des chênes
891267,HIRRUS,21,Hirondelle rustique
891267,LULARB,21,Alouette lulu
891267,LUSMEG,21,Rossignol philomèle
891267,MILCAL,21,Bruant proyer
891267,PARCAE,21,Mésange bleue
891267,PARCRI,21,Mésange huppée
891267,PARMAJ,21,Mésange charbonnière
891267,PASDOM,21,Moineau domestique
891267,PHOOCH,21,Rougequeue noir
891267,PHYCOL,21,Pouillot véloce
891267,PICVIR,21,Pic vert
891267,PRUMOD,21,Accenteur mouchet
891267,SITEUR,21,Sittelle torchepot
891267,STRDEC,21,Tourterelle turque
891267,STRTUR,21,Tourterelle des bois
891267,STUVUL,21,Étourneau sansonnet
891267,SYLATR,21,Fauvette à tête noire
891267,TROTRO,21,Troglodyte mignon
891267,TURMER,21,Merle noir
891267,TURPHI,21,Grive musicienne
891267,TURVIS,21,Grive draine
891295,ALAARV,3,Alouette des champs
891295,ANTTRI,3,Pipit des arbres
891295,APUAPU,3,Martinet noir
891295,CERBRA,3,Grimpereau des jardins
891295,COLPAL,3,Pigeon ramier
891295,CORCOR,3,Corneille noire
891295,CUCCAN,3,Coucou gris
891295,DENMAJ,3,Pic épeiche
891295,EMBCIT,3,Bruant jaune
891295,ERIRUB,3,Rougegorge familier
891295,FALTIN,3,Faucon crécerelle
891295,FRICOE,3,Pinson des arbres
891295,GARGLA,3,Geai des chênes
891295,HIRRUS,3,Hirondelle rustique
891295,LULARB,3,Alouette lulu
891295,LUSMEG,3,Rossignol philomèle
891295,MILCAL,3,Bruant proyer
891295,PARCAE,3,Mésange bleue
891295,PARMAJ,3,Mésange charbonnière
891295,PASDOM,3,Moineau domestique
891295,PHOOCH,3,Rougequeue noir
891295,PHYCOL,3,Pouillot véloce
891295,PICVIR,3,Pic vert
891295,PRUMOD,3,Accenteur mouchet
891295,STRDEC,3,Tourterelle turque
891295,STRTUR,3,Tourterelle des bois
891295,STUVUL,3,Étourneau sansonnet
891295,SYLATR,3,Fauvette à tête noire
891295,TROTRO,3,Troglodyte mignon
891295,TURMER,3,Merle noir
891295,TURPHI,3,Grive musicienne
891295,TURVIS,3,Grive draine
891377,ALAARV,7,Alouette des champs
891377,COLPAL,7,Pigeon ramier
891377,CORCOR,7,Corneille noire
891377,CUCCAN,7,Coucou gris
891377,DENMAJ,7,Pic épeiche
891377,EMBCIT,7,Bruant jaune
891377,ERIRUB,7,Rougegorge familier
891377,FALTIN,7,Faucon crécerelle
891377,FRICOE,7,Pinson des arbres
891377,GARGLA,7,Geai des chênes
891377,HIRRUS,7,Hirondelle rustique
891377,LULARB,7,Alouette lulu
891377,LUSMEG,7,Rossignol philomèle
891377,MILCAL,7,Bruant proyer
891377,PARCAE,7,Mésange bleue
891377,PARMAJ,7,Mésange charbonnière
891377,PASDOM,7,Moineau domestique
891377,PHOOCH,7,Rougequeue noir
891377,STRDEC,7,Tourterelle turque
891377,STRTUR,7,Tourterelle des bois
891377,STUVUL,7,Étourneau sansonnet
891377,SYLATR,7,Fauvette à tête noire
891377,TROTRO,7,Troglodyte mignon
891377,TURMER,7,Merle noir
891377,TURPHI,7,Grive musicienne
891493,ALAARV,5,Alouette des champs
891493,ANTTRI,5,Pipit des arbres
891493,APUAPU,5,Martinet noir
891493,CERBRA,5,Grimpereau des jardins
891493,COLPAL,5,Pigeon ramier
891493,CORCOR,5,Corneille noire
891493,CUCCAN,5,Coucou gris
891493,DENMAJ,5,Pic épeiche
891493,DRYMAR,5,Pic noir
