site,species,n_years,french_name
301330,CUCCAN,6,Coucou gris
301330,ERIRUB,6,Rougegorge familier
301330,FALTIN,6,Faucon crécerelle
301330,FRICOE,6,Pinson des arbres
301330,GARGLA,6,Geai des chênes
301330,HIRRUS,6,Hirondelle rustique
301330,LULARB,6,Alouette lulu
301330,LUSMEG,6,Rossignol philomèle
301330,MILCAL,6,Bruant proyer
301330,PARCAE,6,Mésange bleue
301330,PARMAJ,6,Mésange charbonnière
301330,PASDOM,6,Moineau domestique
301330,PHOOCH,6,Rougequeue noir
301330,PHYCOL,6,Pouillot véloce
301330,PICVIR,6,Pic vert
301330,STRDEC,6,Tourterelle turque
301330,STRTUR,6,Tourterelle des bois
301330,STUVUL,6,Étourneau sansonnet
301330,SYLATR,6,Fauvette à tête noire
301330,TURMER,6,Merle noir
310176,APUAPU,3,Martinet noir
310176,CERBRA,3,Grimpereau des jardins
310176,COLPAL,3,Pigeon ramier
310176,CORCOR,3,Corneille noire
310176,ERIRUB,3,Rougegorge familier
310176,FALTIN,3,Faucon crécerelle
310176,FRICOE,3,Pinson des arbres
310176,HIRRUS,3,Hirondelle rustique
310176,LUSMEG,3,Rossignol philomèle
310176,MILCAL,3,Bruant proyer
310176,PARCAE,3,Mésange bleue
310176,PARMAJ,3,Mésange charbonnière
310176,PASDOM,3,Moineau domestique
310176,PHOOCH,3,Rougequeue noir
310176,PHYCOL,3,Pouillot véloce
310176,PICVIR,3,Pic vert
310176,SITEUR,3,Sittelle torchepot
310176,STRDEC,3,Tourterelle turque
310176,STRTUR,3,Tourterelle des bois
310176,STUVUL,3,Étourneau sansonnet
310176,SYLATR,3,Fauvette à tête noire
310176,TROTRO,3,Troglodyte mignon
310176,TURMER,3,Merle noir
310176,TURPHI,3,Grive musicienne
310176,TURVIS,3,Grive draine
310183,ALAARV,3,Alouette des champs
310183,CERBRA,3,Grimpereau des jardins
310183,COLPAL,3,Pigeon ramier
310183,CORCOR,3,Corneille noire
310183,DENMAJ,3,Pic épeiche
310183,ERIRUB,3,Rougegorge familier
310183,FALTIN,3,Faucon crécerelle
310183,FRICOE,3,Pinson des arbres
310183,GARGLA,3,Geai des chênes
310183,HIRRUS,3,Hirondelle rustique
310183,LULARB,3,Alouette lulu
310183,LUSMEG,3,Rossignol philomèle
310183,MILCAL,3,Bruant proyer
310183,PARCAE,3,Mésange bleue
310183,PARMAJ,3,Mésange charbonnière
310183,PASDOM,3,Moineau domestique
310183,PHOOCH,3,Rougequeue noir
310183,PHYCOL,3,Pouillot véloce
310183,PICVIR,3,Pic vert
310183,PRUMOD,3,Accenteur mouchet
310183,SITEUR,3,Sittelle torchepot
310183,STRDEC,3,Tourterelle turque
310183,STRTUR,3,Tourterelle des bois
310183,STUVUL,3,Étourneau sansonnet
310183,SYLATR,3,Fauvette à tête noire
310183,TROTRO,3,Troglodyte mignon
310183,TURMER,3,Merle noir
310183,TURPHI,3,Grive musicienne
310224,ALAARV,5,Alouette des champs
310224,APUAPU,5,Martinet noir
310224,CERBRA,5,Grimpereau des jardins
310224,COLPAL,5,Pigeon ramier
310224,CORCOR,5,Corneille noire
310224,CUCCAN,5,Coucou gris
310224,DENMAJ,5,Pic épeiche
310224,ERIRUB,5,Rougegorge familier
310224,FALTIN,5,Faucon crécerelle
310224,FRICOE,5,Pinson des arbres
310224,GARGLA,5,Geai des chênes
310224,HIRRUS,5,Hirondelle rustique
310224,LUSMEG,5,Rossignol philomèle
310224,MILCAL,5,Bruant proyer
310224,PARCAE,5,Mésange bleue
310224,PARMAJ,5,Mésange charbonnière
310224,PASDOM,5,Moineau domestique
310224,PHOOCH,5,Rougequeue noir
310224,PHYCOL,5,Pouillot véloce
310224,PICVIR,5,Pic vert
310224,STRDEC,5,Tourterelle turque
310224,STRTUR,5,Tourterelle des bois
310224,STUVUL,5,Étourneau sansonnet
310224,SYLATR,5,Fauvette à tête noire
310224,TROTRO,5,Troglodyte mignon
310224,TURMER,5,Merle noir
310224,TURPHI,5,Grive musicienne
310321,APUAPU,3,Martinet noir
310321,CERBRA,3,Grimpereau des jardins
310321,COLPAL,3,Pigeon ramier
310321,CORCOR,3,Corneille noire
310321,DENMAJ,3,Pic épeiche
310321,ERIRUB,3,Rougegorge familier
310321,FALTIN,3,Faucon crécerelle
310321,FRICOE,3,Pinson des arbres
310321,HIRRUS,3,Hirondelle rustique
310321,LUSMEG,3,Rossignol philomèle
310321,PARCAE,3,Mésange bleue
310321,PARMAJ,3,Mésange charbonnière
310321,PASDOM,3,Moineau domestique
310321,PHOOCH,3,Rougequeue noir
310321,PHYCOL,3,Pouillot véloce
310321,PICVIR,3,Pic vert
310321,STRDEC,3,Tourterelle turque
310321,STUVUL,3,Étourneau sansonnet
310321,SYLATR,3,Fauvette à tête noire
310321,TROTRO,3,Troglodyte mignon
310321,TURMER,3,Merle noir
310321,TURPHI,3,Grive musicienne
310327,APUAPU,11,Martinet noir
310327,COLPAL,11,Pigeon ramier
310327,CORCOR,11,Corneille noire
310327,DENMAJ,11,Pic épeiche
310327,EMBCIT,11,Bruant jaune
310327,ERIRUB,11,Rougegorge familier
310327,FALTIN,11,Faucon crécerelle
310327,FRICOE,11,Pinson des arbres
310327,GALCHL,11,Gallinule poule-d'eau
310327,GARGLA,11,Geai des chênes
310327,HIRRUS,11,Hirondelle rustique
310327,LUSMEG,11,Rossignol philomèle
310327,PARCAE,11,Mésange bleue
310327,PARMAJ,11,Mésange charbonnière
310327,PASDOM,11,Moineau domestique
310327,PHOOCH,11,Rougequeue noir
310327,PHYCOL,11,Pouillot véloce
310327,STRDEC,11,Tourterelle turque
310327,STUVUL,11,Étourneau sansonnet
310327,SYLATR,11,Fauvette à tête noire
310327,TURMER,11,Merle noir
310340,ALAARV,2,Alouette des champs
310340,APUAPU,2,Martinet noir
310340,CERBRA,2,Grimpereau des jardins
310340,COLPAL,2,Pigeon ramier
310340,CORCOR,2,Corneille noire
310340,ERIRUB,2,Rougegorge familier
310340,FALTIN,2,Faucon crécerelle
310340,FRICOE,2,Pinson des arbres
310340,GARGLA,2,Geai des chênes
310340,HIRRUS,2,Hirondelle rustique
310340,LUSMEG,2,Rossignol philomèle
310340,MILCAL,2,Bruant proyer
310340,PARMAJ,2,Mésange charbonnière
310340,PASDOM,2,Moineau domestique
310340,PHOOCH,2,Rougequeue noir
310340,PHYCOL,2,Pouillot véloce
310340,PICVIR,2,Pic vert
310340,SITEUR,2,Sittelle torchepot
310340,STRTUR,2,Tourterelle des bois
310340,STUVUL,2,Étourneau sansonnet
310340,SYLATR,2,Fauvette à tête noire
310340,TROTRO,2,Troglodyte mignon
310340,TURMER,2,Merle noir
310340,TURPHI,2,Grive musicienne
310346,APUAPU,3,Martinet noir
310346,CERBRA,3,Grimpereau des jardins
310346,COLPAL,3,Pigeon ramier
310346,CORCOR,3,Corneille noire
310346,ERIRUB,3,Rougegorge familier
310346,FALTIN,3,Faucon crécerelle
310346,GALCHL,3,Gallinule poule-d'eau
310346,GARGLA,3,Geai des chênes
310346,HIRRUS,3,Hirondelle rustique
310346,LUSMEG,3,Rossignol philomèle
310346,PARCAE,3,Mésange bleue
310346,PARMAJ,3,Mésange charbonnière
310346,PASDOM,3,Moineau domestique
310346,PHOOCH,3,Rougequeue noir
310346,PICVIR,3,Pic vert
310346,STRDEC,3,Tourterelle turque
310346,STUVUL,3,Étourneau sansonnet
310346,SYLATR,3,Fauvette à tête noire
310346,TROTRO,3,Troglodyte mignon
310346,TURMER,3,Merle noir
310359,ALAARV,2,Alouette des champs
310359,APUAPU,2,Martinet noir
310359,COLPAL,2,Pigeon ramier
310359,CORCOR,2,Corneille noire
310359,FALTIN,2,Faucon crécerelle
310359,FRICOE,2,Pinson des arbres
310359,GALCHL,2,Gallinule poule-d'eau
310359,GARGLA,2,Geai des chênes
310359,HIRRUS,2,Hirondelle rustique
310359,LUSMEG,2,Rossignol philomèle
310359,MILCAL,2,Bruant proyer
310359,PARCAE,2,Mésange bleue
310359,PARMAJ,2,Mésange charbonnière
310359,PASDOM,2,Moineau domestique
310359,PHOOCH,2,Rougequeue noir
310359,PHYCOL,2,Pouillot véloce
310359,STRDEC,2,Tourterelle turque
310359,STRTUR,2,Tourterelle des bois
310359,STUVUL,2,Étourneau sansonnet
310359,SYLATR,2,Fauvette à tête noire
310359,TROTRO,2,Troglodyte mignon
310359,TURMER,2,Merle noir
310359,TURVIS,2,Grive draine
310368,APUAPU,2,Martinet noir
310368,CERBRA,2,Grimpereau des jardins
310368,COLPAL,2,Pigeon ramier
310368,CORCOR,2,Corneille noire
310368,DENMAJ,2,Pic épeiche
310368,ERIRUB,2,Rougegorge familier
310368,GARGLA,2,Geai des chênes
310368,PARCAE,2,Mésange bleue
310368,PARMAJ,2,Mésange charbonnière
310368,PASDOM,2,Moineau domestique
310368,PHYCOL,2,Pouillot véloce
310368,STRDEC,2,Tourterelle turque
310368,STUVUL,2,Étourneau sansonnet
310368,SYLATR,2,Fauvette à tête noire
310368,TURMER,2,Merle noir
310368,TURPHI,2,Grive musicienne
310369,APUAPU,2,Martinet noir
310369,CERBRA,2,Grimpereau des jardins
310369,COLPAL,2,Pigeon ramier
310369,CORCOR,2,Corneille noire
310369,DENMAJ,2,Pic épeiche
310369,ERIRUB,2,Rougegorge familier
310369,FALTIN,2,Faucon crécerelle
310369,GARGLA,2,Geai des chênes
310369,HIRRUS,2,Hirondelle rustique
310369,LUSMEG,2,Rossignol philomèle
310369,PARCAE,2,Mésange bleue
310369,PARMAJ,2,Mésange charbonnière
310369,PASDOM,2,Moineau domestique
310369,PHOOCH,2,Rougequeue noir
310369,PHYCOL,2,Pouillot véloce
310369,PICVIR,2,Pic vert
310369,SITEUR,2,Sittelle torchepot
310369,STRDEC,2,Tourterelle turque
310369,STUVUL,2,Étourneau sansonnet
310369,SYLATR,2,Fauvette à tête noire
310369,TROTRO,2,Troglodyte mignon
310369,TURMER,2,Merle noir
310422,ALAARV,3,Alouette des champs
310422,APUAPU,3,Martinet noir
310422,CERBRA,3,Grimpereau des jardins
310422,COLPAL,3,Pigeon ramier
310422,CORCOR,3,Corneille noire
310422,CUCCAN,3,Coucou gris
310422,DENMAJ,3,Pic épeiche
310422,DRYMAR,3,Pic noir
310422,ERIRUB,3,Rougegorge familier
310422,FALTIN,3,Faucon crécerelle
310422,FRICOE,3,Pinson des arbres
310422,GARGLA,3,Geai des chênes
310422,HIRRUS,3,Hirondelle rustique
310422,LULARB,3,Alouette lulu
310422,LUSMEG,3,Rossignol philomèle
310422,MILCAL,3,Bruant proyer
310422,PARCAE,3,Mésange bleue
310422,PARMAJ,3,Mésange charbonnière
310422,PASDOM,3,Moineau domestique
310422,PHOOCH,3,Rougequeue noir
310422,PHYCOL,3,Pouillot véloce
310422,PICVIR,3,Pic vert
310422,SITEUR,3,Sittelle torchepot
310422,STRTUR,3,Tourterelle des bois
310422,STUVUL,3,Étourneau sansonnet
310422,SYLATR,3,Fauvette à tête noire
310422,TROTRO,3,Troglodyte mignon
310422,TURMER,3,Merle noir
310422,TURPHI,3,Grive musicienne
310457,APUAPU,2,Martinet noir
310457,COLPAL,2,Pigeon ramier
310457,CORCOR,2,Corneille noire
310457,ERIRUB,2,Rougegorge familier
310457,FRICOE,2,Pinson des arbres
310457,LUSMEG,2,Rossignol philomèle
310457,PARCAE,2,Mésange bleue
310457,PARMAJ,2,Mésange charbonnière
310457,PASDOM,2,Moineau domestique
310457,PHOOCH,2,Rougequeue noir
310457,PICVIR,2,Pic vert
310457,STRDEC,2,Tourterelle turque
310457,STUVUL,2,Étourneau sansonnet
310457,SYLATR,2,Fauvette à tête noire
310457,TURMER,2,Merle noir
310457,TURPHI,2,Grive musicienne
310507,ALAARV,5,Alouette des champs
310507,ANTTRI,5,Pipit des arbres
310507,APUAPU,5,Martinet noir
310507,CERBRA,5,Grimpereau des jardins
310507,COLPAL,5,Pigeon ramier
310507,CORCOR,5,Corneille noire
310507,CUCCAN,5,Coucou gris
310507,DENMAJ,5,Pic épeiche
310507,ERIRUB,5,Rougegorge familier
310507,FALTIN,5,Faucon crécerelle
310507,FRICOE,5,Pinson des arbres
310507,GALCHL,5,Gallinule poule-d'eau
310507,GARGLA,5,Geai des chênes
310507,HIRRUS,5,Hirondelle rustique
310507,LULARB,5,Alouette lulu
310507,LUSMEG,5,Rossignol philomèle
310507,MILCAL,5,Bruant proyer
310507,PARCAE,5,Mésange bleue
310507,PARMAJ,5,Mésange charbonnière
310507,PASDOM,5,Moineau domestique
310507,PHOOCH,5,Rougequeue noir
310507,PHYCOL,5,Pouillot véloce
310507,PICVIR,5,Pic vert
310507,SITEUR,5,Sittelle torchepot
310507,STRDEC,5,Tourterelle turque
310507,STRTUR,5,Tourterelle des bois
310507,STUVUL,5,Étourneau sansonnet
310507,SYLATR,5,Fauvette à tête noire
310507,TROTRO,5,Troglodyte mignon
310507,TURMER,5,Merle noir
310507,TURPHI,5,Grive musicienne
310507,TURVIS,5,Grive draine
310529,ALAARV,2,Alouette des champs
310529,APUAPU,2,Martinet noir
310529,CERBRA,2,Grimpereau des jardins
310529,COLPAL,2,Pigeon ramier
310529,CORCOR,2,Corneille noire
310529,CUCCAN,2,Coucou gris
310529,DENMAJ,2,Pic épeiche
310529,DRYMAR,2,Pic noir
310529,ERIRUB,2,Rougegorge familier
310529,FALTIN,2,Faucon crécerelle
310529,FRICOE,2,Pinson des arbres
310529,GARGLA,2,Geai des chênes
310529,HIRRUS,2,Hirondelle rustique
310529,LUSMEG,2,Rossignol philomèle
310529,MILCAL,2,Bruant proyer
310529,PARCAE,2,Mésange bleue
310529,PARMAJ,2,Mésange charbonnière
310529,PASDOM,2,Moineau domestique
310529,PHOOCH,2,Rougequeue noir
310529,PHYCOL,2,Pouillot véloce
310529,PICVIR,2,Pic vert
310529,SITEUR,2,Sittelle torchepot
310529,STRDEC,2,Tourterelle turque
310529,STUVUL,2,Étourneau sansonnet
310529,SYLATR,2,Fauvette à tête noire
310529,TROTRO,2,Troglodyte mignon
310529,TURMER,2,Merle noir
310529,TURPHI,2,Grive musicienne
310529,TURVIS,2,Grive draine
310543,ALAARV,6,Alouette des champs
310543,ANTTRI,6,Pipit des arbres
310543,APUAPU,6,Martinet noir
310543,CERBRA,6,Grimpereau des jardins
310543,COLPAL,6,Pigeon ramier
310543,CORCOR,6,Corneille noire
310543,CUCCAN,6,Coucou gris
310543,DENMAJ,6,Pic épeiche
310543,EMBCIT,6,Bruant jaune
310543,ERIRUB,6,Rougegorge familier
310543,FALTIN,6,Faucon crécerelle
310543,FRICOE,6,Pinson des arbres
310543,GALCHL,6,Gallinule poule-d'eau
310543,GARGLA,6,Geai des chênes
310543,HIRRUS,6,Hirondelle rustique
310543,LULARB,6,Alouette lulu
310543,LUSMEG,6,Rossignol philomèle
310543,MILCAL,6,Bruant proyer
310543,PARCAE,6,Mésange bleue
310543,PARMAJ,6,Mésange charbonnière
310543,PASDOM,6,Moineau domestique
310543,PHOOCH,6,Rougequeue noir
310543,PHYCOL,6,Pouillot véloce
310543,PICVIR,6,Pic vert
310543,SITEUR,6,Sittelle torchepot
310543,STRDEC,6,Tourterelle turque
310543,STRTUR,6,Tourterelle des bois
310543,STUVUL,6,Étourneau sansonnet
310543,SYLATR,6,Fauvette à tête noire
310543,TROTRO,6,Troglodyte mignon
310543,TURMER,6,Merle noir
310543,TURPHI,6,Grive musicienne
310566,ALAARV,2,Alouette des champs
310566,ANTTRI,2,Pipit des arbres
310566,APUAPU,2,Martinet noir
310566,CERBRA,2,Grimpereau des jardins
310566,COLPAL,2,Pigeon ramier
310566,CORCOR,2,Corneille noire
310566,DENMAJ,2,Pic épeiche
310566,ERIRUB,2,Rougegorge familier
310566,FALTIN,2,Faucon crécerelle
310566,FRICOE,2,Pinson des arbres
310566,GARGLA,2,Geai des chênes
310566,HIRRUS,2,Hirondelle rustique
310566,LULARB,2,Alouette lulu
310566,LUSMEG,2,Rossignol philomèle
310566,MILCAL,2,Bruant proyer
310566,PARCAE,2,Mésange bleue
310566,PARMAJ,2,Mésange charbonnière
310566,PASDOM,2,Moineau domestique
310566,PHOOCH,2,Rougequeue noir
310566,PHYCOL,2,Pouillot véloce
310566,PICVIR,2,Pic vert
310566,SITEUR,2,Sittelle torchepot
310566,STRDEC,2,Tourterelle turque
310566,STRTUR,2,Tourterelle des bois
310566,STUVUL,2,Étourneau sansonnet
310566,SYLATR,2,Fauvette à tête noire
310566,TROTRO,2,Troglodyte mignon
310566,TURMER,2,Merle noir
310566,TURPHI,2,Grive musicienne
310568,ANTTRI,2,Pipit des arbres
310568,LULARB,2,Alouette lulu
310568,ALAARV,1,Alouette des champs
310568,APUAPU,1,Martinet noir
310568,CERBRA,1,Grimpereau des jardins
310568,COLPAL,1,Pigeon ramier
310568,CORCOR,1,Corneille noire
310568,DENMAJ,1,Pic épeiche
310568,ERIRUB,1,Rougegorge familier
310568,FALTIN,1,Faucon crécerelle
310568,FRICOE,1,Pinson des arbres
310568,GARGLA,1,Geai des chênes
310568,HIRRUS,1,Hirondelle rustique
310568,LUSMEG,1,Rossignol philomèle
310568,MILCAL,1,Bruant proyer
310568,PARCAE,1,Mésange bleue
310568,PARMAJ,1,Mésange charbonnière
310568,PASDOM,1,Moineau domestique
310568,PHOOCH,1,Rougequeue noir
310568,PHYCOL,1,Pouillot véloce
310568,PICVIR,1,Pic vert
310568,STRDEC,1,Tourterelle turque
310568,STUVUL,1,Étourneau sansonnet
310568,SYLATR,1,Fauvette à tête noire
310568,TROTRO,1,Troglodyte mignon
310568,TURMER,1,Merle noir
310568,TURPHI,1,Grive musicienne
310600,ALAARV,2,Alouette des champs
310600,APUAPU,2,Martinet noir
310600,COLPAL,2,Pigeon ramier
310600,CORCOR,2,Corneille noire
310600,ERIRUB,2,Rougegorge familier
310600,FALTIN,2,Faucon crécerelle
310600,HIRRUS,2,Hirondelle rustique
310600,LUSMEG,2,Rossignol philomèle
310600,MILCAL,2,Bruant proyer
310600,PARCAE,2,Mésange bleue
310600,PARMAJ,2,Mésange charbonnière
310600,PASDOM,2,Moineau domestique
310600,PHOOCH,2,Rougequeue noir
310600,PHYCOL,2,Pouillot véloce
310600,STRDEC,2,Tourterelle turque
310600,STUVUL,2,Étourneau sansonnet
310600,SYLATR,2,Fauvette à tête noire
310600,TURMER,2,Merle noir
310610,ALAARV,5,Alouette des champs
310610,ANTTRI,5,Pipit des arbres
310610,APUAPU,5,Martinet noir
310610,CERBRA,5,Grimpereau des jardins
310610,COLPAL,5,Pigeon ramier
310610,CORCOR,5,Corneille noire
310610,CUCCAN,5,Coucou gris
310610,DENMAJ,5,Pic épeiche
310610,ERIRUB,5,Rougegorge familier
310610,FALTIN,5,Faucon crécerelle
310610,FRICOE,5,Pinson des arbres
310610,GARGLA,5,Geai des chênes
310610,HIRRUS,5,Hirondelle rustique
310610,LULARB,5,Alouette lulu
310610,LUSMEG,5,Rossignol philomèle
310610,MILCAL,5,Bruant proyer
310610,PARCAE,5,Mésange bleue
310610,PARMAJ,5,Mésange charbonnière
310610,PASDOM,5,Moineau domestique
310610,PHOOCH,5,Rougequeue noir
310610,PHYCOL,5,Pouillot véloce
310610,PICVIR,5,Pic vert
310610,SITEUR,5,Sittelle torchepot
310610,STRDEC,5,Tourterelle turque
310610,STRTUR,5,Tourterelle des bois
310610,STUVUL,5,Étourneau sansonnet
310610,SYLATR,5,Fauvette à tête noire
310610,TROTRO,5,Troglodyte mignon
310610,TURMER,5,Merle noir
310610,TURPHI,5,Grive musicienne
310610,TURVIS,5,Grive draine
310677,CERBRA,3,Grimpereau des jardins
310677,COLPAL,3,Pigeon ramier
310677,CORCOR,3,Corneille noire
310677,CUCCAN,3,Coucou gris
310677,DENMAJ,3,Pic épeiche
310677,EMBCIT,3,Bruant jaune
310677,ERIRUB,3,Rougegorge familier
310677,FALTIN,3,Faucon crécerelle
310677,FRICOE,3,Pinson des arbres
310677,GARGLA,3,Geai des chênes
310677,HIRRUS,3,Hirondelle rustique
310677,LULARB,3,Alouette lulu
310677,LUSMEG,3,Rossignol philomèle
310677,MILCAL,3,Bruant proyer
310677,PARCAE,3,Mésange bleue
310677,PARMAJ,3,Mésange charbonnière
310677,PASDOM,3,Moineau domestique
310677,PHOOCH,3,Rougequeue noir
310677,PHYCOL,3,Pouillot véloce
310677,PRUMOD,3,Accenteur mouchet
310677,STRDEC,3,Tourterelle turque
310677,STUVUL,3,Étourneau sansonnet
310677,SYLATR,3,Fauvette à tête noire
310677,TURMER,3,Merle noir
311365,CERBRA,4,Grimpereau des jardins
311365,COLPAL,4,Pigeon ramier
311365,CORCOR,4,Corneille noire
311365,CUCCAN,4,Coucou gris
311365,DENMAJ,4,Pic épeiche
311365,DRYMAR,4,Pic noir
311365,EMBCIT,4,Bruant jaune
311365,ERIRUB,4,Rougegorge familier
311365,FALTIN,4,Faucon crécerelle
311365,FRICOE,4,Pinson des arbres
311365,GARGLA,4,Geai des chênes
311365,HIRRUS,4,Hirondelle rustique
311365,LULARB,4,Alouette lulu
311365,MILCAL,4,Bruant proyer
311365,PARCAE,4,Mésange bleue
311365,PARMAJ,4,Mésange charbonnière
311365,PASDOM,4,Moineau domestique
311365,PHOOCH,4,Rougequeue noir
311365,PHYCOL,4,Pouillot véloce
311365,PICVIR,4,Pic vert
311365,PRUMOD,4,Accenteur mouchet
311365,SITEUR,4,Sittelle torchepot
311365,STRDEC,4,Tourterelle turque
311365,STRTUR,4,Tourterelle des bois
311365,STUVUL,4,Étourneau sansonnet
311365,SYLATR,4,Fauvette à tête noire
311365,TROTRO,4,Troglodyte mignon
311365,TURMER,4,Merle noir
311365,TURPHI,4,Grive musicienne
311365,TURVIS,4,Grive draine
311406,ANTTRI,4,Pipit des arbres
311406,APUAPU,4,Martinet noir
311406,CERBRA,4,Grimpereau des jardins
311406,COLPAL,4,Pigeon ramier
311406,CORCOR,4,Corneille noire
311406,CUCCAN,4,Coucou gris
311406,DENMAJ,4,Pic épeiche
311406,EMBCIT,4,Bruant jaune
311406,ERIRUB,4,Rougegorge familier
311406,FRICOE,4,Pinson des arbres
311406,GARGLA,4,Geai des chênes
311406,HIRRUS,4,Hirondelle rustique
311406,MILCAL,4,Bruant proyer
311406,PARCAE,4,Mésange bleue
311406,PARMAJ,4,Mésange charbonnière
311406,PASDOM,4,Moineau domestique
311406,PHOOCH,4,Rougequeue noir
311406,PHYCOL,4,Pouillot véloce
311406,PICVIR,4,Pic vert
311406,SITEUR,4,Sittelle torchepot
311406,STRDEC,4,Tourterelle turque
311406,STRTUR,4,Tourterelle des bois
311406,STUVUL,4,Étourneau sansonnet
311406,SYLATR,4,Fauvette à tête noire
311406,TROTRO,4,Troglodyte mignon
311406,TURMER,4,Merle noir
311406,TURPHI,4,Grive musicienne
311406,TURVIS,4,Grive draine
311411,ANTTRI,10,Pipit des arbres
311411,APUAPU,10,Martinet noir
311411,CERBRA,10,Grimpereau des jardins
311411,COLPAL,10,Pigeon ramier
311411,CORCOR,10,Corneille noire
311411,CUCCAN,10,Coucou gris
311411,DENMAJ,10,Pic épeiche
311411,DRYMAR,10,Pic noir
311411,ERIRUB,10,Rougegorge familier
311411,FRICOE,10,Pinson des arbres
311411,GARGLA,10,Geai des chênes
311411,LUSMEG,10,Rossignol philomèle
311411,PARCAE,10,Mésange bleue
311411,PARCRI,10,Mésange huppée
311411,PARMAJ,10,Mésange charbonnière
311411,PHOOCH,10,Rougequeue noir
311411,PHYCOL,10,Pouillot véloce
311411,PICVIR,10,Pic vert
311411,PRUMOD,10,Accenteur mouchet
311411,SITEUR,10,Sittelle torchepot
311411,SYLATR,10,Fauvette à tête noire
311411,TROTRO,10,Troglodyte mignon
311411,TURMER,10,Merle noir
311411,TURPHI,10,Grive musicienne
311411,TURVIS,10,Grive draine
311508,COLPAL,3,Pigeon ramier
311508,CORCOR,3,Corneille noire
311508,DENMAJ,3,Pic épeiche
311508,FALTIN,3,Faucon crécerelle
311508,FRICOE,3,Pinson des arbres
311508,GARGLA,3,Geai des chênes
311508,HIRRUS,3,Hirondelle rustique
311508,PARMAJ,3,Mésange charbonnière
311508,PASDOM,3,Moineau domestique
311508,PHOOCH,3,Rougequeue noir
311508,SITEUR,3,Sittelle torchepot
311508,TROTRO,3,Troglodyte mignon
311508,TURPHI,3,Grive musicienne
311508,TURVIS,3,Grive draine
311574,CERBRA,2,Grimpereau des jardins
311574,COLPAL,2,Pigeon ramier
311574,CORCOR,2,Corneille noire
311574,DENMAJ,2,Pic épeiche
311574,DRYMAR,2,Pic noir
311574,ERIRUB,2,Rougegorge familier
311574,FRICOE,2,Pinson des arbres
311574,GARGLA,2,Geai des chênes
311574,PARCAE,2,Mésange bleue
311574,PARCRI,2,Mésange huppée
311574,PARMAJ,2,Mésange charbonnière
311574,PICVIR,2,Pic vert
311574,SITEUR,2,Sittelle torchepot
311574,SYLATR,2,Fauvette à tête noire
311574,TROTRO,2,Troglodyte mignon
311574,TURMER,2,Merle noir
311574,TURPHI,2,Grive musicienne
311574,TURVIS,2,Grive draine
320202,ALAARV,2,Alouette des champs
320202,ANTTRI,2,Pipit des arbres
320202,APUAPU,2,Martinet noir
320202,CERBRA,2,Grimpereau des jardins
320202,COLPAL,2,Pigeon ramier
320202,CORCOR,2,Corneille noire
320202,CUCCAN,2,Coucou gris
320202,DENMAJ,2,Pic épeiche
320202,EMBCIT,2,Bruant jaune
320202,ERIRUB,2,Rougegorge familier
320202,FALTIN,2,Faucon crécerelle
320202,FRICOE,2,Pinson des arbres
320202,GARGLA,2,Geai des chênes
320202,HIRRUS,2,Hirondelle rustique
320202,LULARB,2,Alouette lulu
320202,LUSMEG,2,Rossignol philomèle
320202,MILCAL,2,Bruant proyer
320202,PARCAE,2,Mésange bleue
320202,PARMAJ,2,Mésange charbonnière
320202,PASDOM,2,Moineau domestique
320202,PHOOCH,2,Rougequeue noir
320202,PHYCOL,2,Pouillot véloce
320202,PICVIR,2,Pic vert
320202,SITEUR,2,Sittelle torchepot
320202,STRDEC,2,Tourterelle turque
320202,STRTUR,2,Tourterelle des bois
320202,SYLATR,2,Fauvette à tête noire
320202,TROTRO,2,Troglodyte mignon
320202,TURMER,2,Merle noir
320202,TURPHI,2,Grive musicienne
320342,ALAARV,3,Alouette des champs
320342,APUAPU,3,Martinet noir
320342,CERBRA,3,Grimpereau des jardins
320342,COLPAL,3,Pigeon ramier
320342,CORCOR,3,Corneille noire
320342,CUCCAN,3,Coucou gris
320342,DENMAJ,3,Pic épeiche
320342,ERIRUB,3,Rougegorge familier
320342,FALTIN,3,Faucon crécerelle
320342,FRICOE,3,Pinson des arbres
320342,GALCHL,3,Gallinule poule-d'eau
320342,GARGLA,3,Geai des chênes
320342,HIRRUS,3,Hirondelle rustique
320342,LULARB,3,Alouette lulu
320342,LUSMEG,3,Rossignol philomèle
320342,MILCAL,3,Bruant proyer
320342,PARCAE,3,Mésange bleue
320342,PARMAJ,3,Mésange charbonnière
320342,PASDOM,3,Moineau domestique
320342,PHOOCH,3,Rougequeue noir
320342,PHYCOL,3,Pouillot véloce
320342,PICVIR,3,Pic vert
320342,SITEUR,3,Sittelle torchepot
320342,STRDEC,3,Tourterelle turque
320342,STRTUR,3,Tourterelle des bois
320342,STUVUL,3,Étourneau sansonnet
320342,SYLATR,3,Fauvette à tête noire
320342,TROTRO,3,Troglodyte mignon
320342,TURMER,3,Merle noir
320342,TURPHI,3,Grive musicienne
320342,TURVIS,3,Grive draine
320898,ALAARV,11,Alouette des champs
320898,ANTTRI,11,Pipit des arbres
320898,APUAPU,11,Martinet noir
320898,CERBRA,11,Grimpereau des jardins
320898,COLPAL,11,Pigeon ramier
320898,CORCOR,11,Corneille noire
320898,CUCCAN,11,Coucou gris
320898,DENMAJ,11,Pic épeiche
