id_cell,n_samples,Area_grid_tot_Urba,ValueSPred_Urba,Area_grid_tot_For,ValueSPred_For,Area_grid_tot_CC,ValueSPred_CC,Area_grid_tot_M,ValueSPred_M,Area_grid_tot_ZH,ValueSPred_ZH,mean_concentration_air_grid_max,mean_tii_grid_max,mean_tii_scale_grid_max,mean_concentration_water_grid_max,all_pesticide_exposure_grid_max,mean_concentration_air_grid_sum,mean_tii_grid_sum,mean_tii_scale_grid_sum,mean_concentration_water_grid_sum,all_pesticide_exposure_grid_sum,SurfBio_cell,nb_exp_cell,Long_route,nb_roads,Lum_max,Lum_median,Lum_mean,Lum_min
82224,770,,,0.0,-1.7749612531364294e-10,-0.42720487520989786,-1.6319293443977414,2.7497011184693486e-07,-9.810690707405876e-08,,,1.0291530149239392,-0.8423072461406004,-0.8423072461405936,-0.20088867106647582,0.4553771004903463,-0.42290452908516635,-1.301071016839426,-1.3010710168394028,-0.20088867106641334,-0.53005858873118,0.0,0.0,0.4011260700444732,-0.8159641662933047,-0.5009624587477888,1.0841164765875178,-0.6839389975640454,-0.6815996655011481
125283,756,,,0.0,1.9755630391489016e-08,-1.951463761602752,-0.14772572681533433,-0.0022268344177812744,0.05512622127187416,,,1.3349395389703957,0.5160640077327935,0.5160640077328653,0.6795861114031493,0.6759316700303413,-2.2271887875554177,0.5160640077330515,0.5160640077329455,0.1779535739678026,-1.106146108330599,-0.29469812981901533,0.12945288075640435,-0.6397293088488156,0.12782435806857023,-0.19710191308145208,-2.6331729330561617,3.151290523612955,0.0
62623,756,-7.739465139384325e-07,6.070910220082478e-08,0.9618265039332881,-0.007704281185721687,1.4385053533349033,-0.05228551444296488,1.1638992838821183e-08,0.03739559354364311,,,-0.44163684807676157,-0.2682271166152437,-0.26822711661469845,-0.2214283336967481,0.9550613712181422,-0.49766975633387645,-0.2682271166150263,-0.26822711661523024,-0.22142833369675008,0.9001629670301595,0.0,0.0,2.9651829546355404,-4.441290048661079,-0.6837445219484243,0.43709143233621733,0.07560836200158422,0.47917311381878275
102369,748,1.356722604740952e-06,-1.3539384152802862e-07,0.0,-4.518767687488246e-10,-1.7389129581268392,-0.7875800750602977,3.955009076637386e-08,0.0720426522880791,,,0.2069086097603814,-0.13215085809318827,-0.13215085809311464,-0.11826968918854343,0.42170792361617293,0.013127086911559971,-0.13215085809313254,-0.1321508580932517,0.04382735794584753,0.39162717270235736,0.0,0.0,-0.2799603614189261,0.7459606777204242,-0.3200906954573501,1.2099581083594328,-2.009601275049494,0.0
118485,748,-1.6764854328941537e-06,1.6694544382989102e-07,0.0,2.5541763283557837e-11,1.4109914212862926,-0.7361601377816608,2.947381351567924e-07,-0.11340656811967391,,,1.2160531099091636,0.6380565787612521,0.6380565787613877,0.09632041103687854,1.4391572755741135,0.30463424289157837,0.5751824640006827,0.5751824640006428,0.0963204110368632,1.2828665487387108,0.0,0.0,-0.7819707677872243,-0.24455095318380227,-1.6634568938010823,-3.3793273395916654,2.013880161846304,0.3556760122015748
132951,748,-0.25576218214274576,0.7283472675316717,,,-0.7974746849754321,-1.2778661124094786,1.7882222056940502,1.9541685836797515,,,3.201160767763721,-0.26034944859279335,-0.26034944859273107,-3.243184815366047,1.1324981707582513,-2.647969896114867,-0.10677611220535899,-0.1067761122053685,-0.30201221923665267,-1.5099086201351526,0.0,0.0,-0.3800577017050153,-4.892428259946531,0.11393059905757931,1.833806566613515,1.3150081303623702,-3.020206239090451
81269,748,0.42986128400046564,0.12416956200386854,0.0,-2.6180048538064086e-10,-1.0042708803573277,-0.7120625245124471,-0.7074859942853359,-0.3164322188162047,,,0.5431999072223507,0.47045544856777355,0.47045544856804494,-0.3962486766134432,-0.5798238894510377,0.6257981307981033,0.47045544856772753,0.4704554485676528,-0.3962486766134429,-0.34714003050672093,0.0,0.0,-1.003446784369331,1.0523800630510933,1.0850671359739887,-0.31231309384214534,-0.8209920920366894,0.3544660106283539
83598,748,-0.0995706764176083,-0.3087569703239817,0.0,5.2586819662998265e-11,0.6105023572393659,-0.648449300716198,0.051610954756518466,0.0867542027772827,,,-0.47214191284551277,-0.04821447207451533,-0.04821447207446898,0.20344167940750116,0.7169107022423798,-0.08060453344156683,-0.06299722350024503,-0.06299722350025656,0.20344167940751284,0.28754266486679414,0.0,0.0,0.25143716401893834,-1.1936675271425083,-0.29260062568888795,-0.2135694322344921,-0.5852233846326432,0.9582987904153456
113831,735,,,0.0,1.1119125072201095e-12,-1.2118345883465742,-0.16999360522973211,-4.4416322054098574e-08,0.02747594456369674,,,1.114159969811026,-0.00873549488218417,-0.008735494881594717,0.3327513045078008,-1.3879003398067455,1.3534388915944662,-0.00873549488193838,-0.008735494882090614,0.33275130450791746,-1.7074191902408582,0.0,0.0,-0.13758161019839277,0.9961963365594452,1.3237523891206335,3.322324134742654,-3.350728083781914,0.0
118816,735,,,0.0,8.859332184768633e-13,0.0,-0.7732219130219565,,,3.6646556117239876e-08,-4.961298707781484e-07,1.949234666393104,-0.17715364361117358,-0.1771536436109836,1.0322030794856343,0.754836124873493,-3.562130844999425,-0.17945935576547548,-0.17945935576538816,-1.8925245504149097,-2.1610263774944327,0.0,0.0,5.46630794106854e-08,0.0,0.4256066292074786,-0.4269432811186316,-0.6351862430522143,0.2570328313997681
