species,Mean_temp_grid_allY,Mean_temp_max_grid_allY,Mean_Ampli_grid_allY,Mean_preci_grid_AllY,Tot_preci_grid_AllY,Max_temp_grid_allY,Mean_temp_grid_JanvMay,Mean_temp_max_grid_JanvMay,Mean_Ampli_grid_JanvMay,Mean_preci_grid_JanvMay,Tot_preci_grid_JanvMay,Mean_temp_grid_MayJuly,Mean_temp_max_grid_MayJuly,Mean_Ampli_grid_MayJuly,Mean_preci_grid_MayJuly,Tot_preci_grid_MayJuly,Mean_temp_grid_MayDec,Mean_temp_max_grid_MayDec,Mean_Ampli_grid_MayDec,Mean_preci_grid_MayDec,Tot_preci_grid_MayDec,ValueSPred_CC,Area_grid_tot_CC,ValueSPred_For,Area_grid_tot_For,ValueSPred_Urba,Area_grid_tot_Urba,ValueSPred_M,Area_grid_tot_M,ValueSPred_ZH,Area_grid_tot_ZH,mean_concentration_air_grid_max,mean_tii_grid_max,mean_tii_scale_grid_max,mean_concentration_water_grid_max,all_pesticide_exposure_grid_max,mean_concentration_air_grid_sum,mean_tii_grid_sum,mean_tii_scale_grid_sum,mean_concentration_water_grid_sum,all_pesticide_exposure_sum,SurfBio_cell,nb_exp_cell,Long_route,nb_roads,Lum_max,Lum_median,Lum_mean,Lum_min,nb_parcelle,nb_Culture,Cerales,Arboricultures,Vignes,OleagineuxProtea,LegumesFleurs,BoisEnergieSylvi,Prairie,Cerales_mean,Arboricultures_mean,Vignes_mean,OleagineuxProtea_mean,LegumesFleurs_mean,BoisEnergieSylvi_mean,Prairie_mean,nb_parcelle_mean,nb_Culture_mean,Length_idCell,Area_grid_tot_Urba_meanAlly,Area_grid_tot_M_meanAlly,Area_grid_tot_CC_meanAlly,Area_grid_tot_For_meanAlly,Area_grid_tot_ZH_meanAlly,cluster
MILCAL,0.9421014100776763,1.3366847282874064,-0.48098088150897333,-1.7290248902952252,-1.8485373131572829,-2.1559424734962236,-1.696082692533759,0.09561898366785321,-2.5222393793790485,0.1630627267032635,-0.8788561484034482,0.40294630728075725,-1.970337230438361,0.6951477976131438,0.9259930396529068,-1.7162075954482514,2.2984449219928766,1.7737140039807058,1.4218809131090735,-0.0735724078979193,1.6740479553656038,-0.6593347301677355,1.2111798322420795,-0.8435274727858267,1.6288308947083159,-2.059349921222361,1.3240611687101673,2.4313587373219914,-0.975672163119709,-2.295952880465999,-0.7541319893532686,-2.3197078250567325,3.1343440585153717,3.1343440585154116,5.436527524305916,-1.5252670799075598,0.7490806347418465,-2.6978003289987855,-2.6978003289988406,-1.656483317758147,-1.7440576745578518,-1.4747076041108795,-0.3572930254568474,2.6179366330870115,-2.060950388384572,-0.56887666110825,-1.8911325799719634,-1.6733647720439928,2.738170303041312,2.1242370951024587,-2.0437023161024808,0.5496889204145002,-1.2044693031131972,0.9523986987520906,1.491121227249998,-1.1848278464436677,0.1703611285419155,0.25613333812842004,2.1390041331950616,1.2179957588206791,2.9137831571984583,-0.8425804504679325,-2.408116199750192,4.765411316452865,-1.4988375775077376,1.588062675430901,-2.4771942481130256,-2.19274328042179,0.9266321552851874,-1.6321968040694317,0.2510463971680236,-0.4130422947043096,-1.7394466419998953,1
STUVUL,-3.394464378531718,8.82095322050779,1.9429890106888272,-1.6499158922228292,-8.926480147069503,-2.4352166158980704,-0.8265650759794729,8.15051613126818,7.576436521849743,-7.4795173487372795,10.26184727995338,8.421804463102708,8.813831465769876,-2.47657523393297,6.5984138251222175,0.8066858960692822,1.6788342565252743,12.971106954095166,5.855188659463972,13.983468775945216,-9.391048980247641,2.651282934531143,6.117071373939347,-2.231635099320532,-1.4235855620997742,13.505820923908324,6.0794254900523175,9.598868308364645,2.1703968363332504,12.427800157414783,-1.7948255109187332,-15.11433004323528,5.6534370684337,5.653437068433871,5.599641483808968,-10.386084076130686,9.11665626334208,-0.8628375572699342,-0.8628375572698448,3.566980283469433,1.466368601300452,2.1447119581115284,-2.8532886977999268,8.471768320147618,19.219149538354934,0.9638393069030492,1.7201092926848358,0.8779950520343963,2.7342643939620914,-3.7437394481661075,8.021022043606221,-5.293372807704537,3.219560503943577,0.5696733762840985,15.084322555083105,0.7525261713705023,0.799716272908273,0.08888332016682357,6.534107456833741,9.73613065736838,8.43765441963741,-5.516547864208991,-10.217434972175193,-3.9493455627109295,2.8599021912506677,-1.3037577929541129,-0.38787952974892065,-3.3844019050174032,-17.428433624618624,-9.26323340667262,4.412938880659545,1.3735847277338873,-9.544574753713377,0
PICVIR,0.6425395674496024,1.144411054358762,1.6750431741008776,0.5129065116112436,1.0854954889234596,-0.8767735220088391,0.1250857117684285,-1.240407834042908,1.5699222161665034,0.35379027427431076,-0.4400006733217414,-0.6765577792676039,0.8099507922463881,-1.0299357569500893,1.1668422203313848,-0.19268795960394292,-0.7263430453301202,1.2928133138223523,1.1187659679957709,0.6124515216208284,-1.5991917725932976,1.3671973969786122,-0.35608716186730854,0.4564010488935543,-0.28352486373785973,1.0660575816518496,-0.011648112976347708,0.5039191339773772,-0.3055455338238624,1.9007670803389562,-1.1399953992488914,-0.48277263285599364,0.23283210252958741,0.23283210252961417,-0.6895425699660908,-0.04544018324927625,-0.7958170828322957,0.17165117122469695,0.17165117122476148,-0.45043256311063296,0.0749201539967682,-0.27916857291563013,-0.8526016416320344,0.22415530358946892,-1.7032780145439086,-0.050580602941876086,1.2426797332323223,1.0780168200046867,-2.782516890708348,0.5054131308928315,-0.5768048590623628,-0.04668667039957502,0.2908176965148459,-0.3302738303718127,-0.24876635052195017,0.34884300780966415,-0.7094497773323416,-1.0797134841104714,-0.2876928084980177,0.7539650400651293,-1.1226288843546166,2.1345699004380685,-2.1797276657743883,-0.20210103008907462,-1.3487754444677869,-0.3830841883651702,0.38729212617775366,0.730307281164433,-0.20067878046995039,-0.2989961890663005,-0.35503494096961835,-0.5189641687698132,-1.6457395674880597,1
ALAARV,-7.106604835004382,-9.084676904078858,3.331849744772195,1.8745473803889545,2.0573970630755554,-2.8856097900498856,-7.67656841429786,-3.4244610713482198,-0.9451249479004977,-4.700651922331446,-2.3496730006204345,-1.0552141735957608,-7.6599901966920765,2.9122222614528535,-3.350938133299475,-0.8162251312055935,-6.424579380060235,-12.612170652220666,6.805383764333757,-1.085647958913744,-0.9826797653583222,2.7933495470719434,-1.355019261871895,-2.9778610052140664,-0.7612996548464797,-0.6369976178910405,0.020910947698314992,7.591472587487375,-0.30887758100485124,-0.8046672911385002,-1.114636972643377,-0.7602381846707221,2.1001606561837494,2.100160656183753,1.6878381104179534,1.6073592315883565,-0.8467992302864673,-0.6498292007069332,-0.6498292007068746,1.1522539512172743,0.8230209398626634,-2.7647971526545585,-2.764797152654559,0.22861402400840178,-4.313765807046385,-2.4832587387294445,-1.9470220621319387,-0.24601889921493578,1.1708526774954107,-0.4095474489314983,1.8309333681247484,2.2952286484622477,-0.30809099234483023,-1.6287642124590462,0.5367843680977988,-1.6746768121172801,2.420273873025614,-0.7811131122496943,0.3521942371285117,-2.7566752917202137,2.02735677002626,0.8914589998903564,-0.1814737064628157,1.9643120219450787,2.1672515019296648,2.0595923573239694,1.8518159102739353,-4.9650627677988215,3.59462560061821,8.098425128222983,-2.2835313657329523,-2.3638019987684475,0.47162958425124024,1
EMBCIT,-1.4359675419823974,-0.29371087020473086,-0.8651446768658398,1.4418128711821618,-0.42097291440615114,-1.119442555568249,0.010127730431617974,1.6243939665534126,-0.1936710962813292,0.9880144686491911,-1.758658229520967,-0.8733762076006875,2.988588593612407,-0.8106959369119482,-0.8464702364958533,-0.9379813178036879,-2.2382188372403777,-1.0979328104768389,-0.8555485249166834,0.41746685724765475,-0.49677557876851985,1.9490627216597882,-0.29082985303174125,0.3139504664558721,0.28547608279404973,0.621967989936801,0.08509374932027167,1.7711081758639167,1.0797897126730067,-0.5181978585043954,0.41628956306083825,-0.07912112928933615,0.515091248177735,0.5150912481777223,-0.030590944151517654,0.2585529892635099,-1.9717589850837836,-0.6996483098358096,-0.6996483098358103,-0.07542784840477836,-0.3528030551837332,0.727742468487691,1.0705679723387924,-0.32394136427530384,-0.8545184532469247,-1.2700361211646323,-0.1404738307118549,0.021167472510512417,-0.4450487106924613,-0.030723979010031835,0.33348666352426837,0.8326013542149577,0.6685243986662445,0.3953415394752721,-0.27659917745613066,0.2635923076899259,-0.10241834770869512,-0.8355617450082907,-1.684488803220962,0.9112759897791755,0.322771015094042,0.7507874364908803,-0.05430199453927897,0.3199713594121609,-0.7258520863986722,0.09700912086344962,-0.05806283091140279,-1.2093156782566008,-0.9362217845890353,-0.540776574998624,-0.11154309778468624,0.461246937080359,-0.5821471908802351,1
CUCCAN,-1.887915022071115,-3.685010165539522,-3.6150073320082723,-2.056726662549562,-0.0007590672942257399,1.1428617128704324,-1.4539456636323487,-2.060993209251868,-4.494067211791417,-2.843409702023809,-0.2394162892654137,-1.5369902141288339,1.6583424374683442,4.311543132210612,-1.833312249147591,2.581818569821217,-1.1534438758941528,-1.7742093291318743,1.580355570264183,-0.6554660192326264,1.0340508465150053,-0.10385430234412502,-1.7042957552058873,-0.11873977676058262,0.4964535909288142,-2.145777771198241,0.7263779801484262,5.8443882097673425,-1.4692960101374424,-0.22301557823700455,-0.616543592785519,-1.3012364572031179,0.19014418844578201,0.19014418844575223,-0.3253065444206576,-1.379515266448948,2.130645739499029,-0.5011938681257123,-0.5011938681257027,-0.1199446539823384,0.8723486643492459,1.0846116553164515,-1.746380073628129,-3.642304685869705,-1.9545681339681567,-1.183153655044693,-2.0435669259266493,-1.0236330161850484,-0.04298367306564545,0.23041291241979944,-0.9288174680122421,-0.7064570695825229,0.39633501516334046,0.3455679024131233,-0.5797886376898093,0.15383666315947683,0.474312134124691,-1.2178096478873133,-1.7346845942531406,0.35673016555038073,0.2681165115310783,-0.1088008457195594,-1.5074872215990687,-0.6964594371214153,1.4955194430737075,1.172146901421829,0.7881121682804191,0.8348143289378623,3.1440196175572543,-4.314333067718278,-0.11278725884798042,0.22720396801053722,0.730153883646097,1
PARCAE,0.580473994268378,2.0735647616366055,3.7346843248637027,2.3867024973415583,1.5501378730960564,-5.606929947056692,0.31728635044494896,1.4535400081613923,1.4444698104263636,-0.24374814527577301,-2.573113926585158,-2.4494993377871053,0.5259987266337282,-3.71354479145872,-0.5800651748135635,0.6036024878593382,0.43630187742904547,-0.20824108156212656,3.4542113914617296,1.1022413542683196,-2.976821550658544,-0.15035843831195048,0.06279925862705132,0.32676740135228965,1.2232227109246088,1.5989368331491671,1.612237084675091,-0.09912089527922187,-0.4759313980381189,-2.7851302305176517,-0.032316851077273195,-0.6792922240245295,-0.2564546912262654,-0.25645469122620435,-1.6505673082321153,0.2988552232629844,1.2214158910919029,-1.6094859934971886,-1.6094859934973342,-1.7392451552686405,-0.15170535814698055,-2.779389863935334,-2.109939962911824,1.1115501640543688,-6.91432681877543,-5.9403350003076065,3.4011012748947222,3.867911350622107,-4.4098727466437335,-0.9879802437480099,-2.788665188303263,-2.416243631404307,-1.263123343838226,-0.42541329222463076,0.6429646287699681,-1.157942068857204,-0.2676956104883081,-0.5222626424198606,-4.187644584364375,3.7850238962132154,-0.8918331821664331,6.401285185953488,-2.617271005202758,1.8323485626017317,-2.367644291366255,1.444560476001799,0.26592084913486386,2.0375319388575264,0.7456007983950373,-1.4072669919514542,-1.5799766197414764,-1.73263303344683,-1.2635114106004424,1
ERIRUB,-0.9270808339402361,-0.1602885193061178,5.822215128769199,6.308912264611293,2.25644678430636,-3.0388616030632427,0.4854599038423785,0.2938998844383477,3.237594762103953,0.191506811832988,-4.569619272058427,-0.9980723116342058,2.8564898750069108,-3.269943419651223,-0.4576066561096663,1.2574676923208825,-3.696862973401408,-0.1904919157235643,2.6581144774438763,-0.1891872503200207,-3.1290696605001043,-1.7524445384517509,0.609988578601189,1.5152763491746182,0.5734382748878593,-2.93590160773601,0.5813385096644329,-2.9092637866448308,-2.3823349134442102,-2.063649452340045,0.33347265940522175,0.06808639240824381,-1.6216854867347485,-1.6216854867347246,-1.4708137918849036,-2.015556179393211,-1.1258856562997428,2.6250264069677187,2.625026406967837,-0.37558448147885604,-1.703516704571534,-3.7872739404240376,-6.493415926095011,3.6479327086251327,-8.228453189769093,-6.069228374712563,3.6283489401427276,3.2764215148093507,-1.3619870527430393,-1.8955546363742344,-1.87372152069123,-3.451548685227979,-0.12337297003027263,-2.4235757130346953,0.7151210384221701,0.8291973027364083,-0.5908472265995864,-0.7117821507503213,-3.9143951323696586,3.9948982744257644,-0.991310565124962,4.572091224136115,-0.5037040152673546,4.838086502115392,1.4979528865792515,-0.9062955461545276,0.24391258286144935,4.053966786222635,2.037474772979457,0.31663680655179993,-4.649194237664601,-3.5043002197632966,-2.9401638698425736,1
LUSMEG,3.377218835716048,6.58110918273034,1.007737203254694,-11.578771880687349,-3.4222991290194256,-0.27605331650374465,0.8220738892667652,4.9702688365744185,-2.3383838519717233,-5.877879282075402,13.483125059192128,10.95523089949859,-17.57684254139188,-1.4232343738221394,0.17143809684035455,-4.795104287587724,8.174367009129766,-0.9228507659143046,-0.5061903842381762,4.345646514217253,7.243086657928928,0.8656403485140093,-0.26239568224003806,0.9855485629994609,-0.48160256435668025,-7.035771290491171,-0.21793492013531748,3.5791652984295093,-0.7714316315704609,8.88010850598742,-1.1455115055266827,-2.4577676434471107,7.102300843637021,7.1023008436369786,0.9976493214801531,0.9513340451216232,-2.521512950074169,-6.46156166169784,-6.46156166169745,5.863829122639326,-3.227038108723682,-1.2741689938425058,-2.4244003834929506,0.3298397043490003,-0.7477182608258256,16.95521368278464,-8.47651962293752,-9.681315236271402,0.09292522239715181,8.693291205675122,-0.49962935823790555,4.374725351263128,4.528357790793787,-0.7911843642406478,3.1873336099669496,-0.7473882772192317,1.954977223909315,-0.19808897250521407,-0.7412924455885372,-0.683100868981602,8.290815013133853,3.3714143490718875,-9.133571369928607,-3.3841209184925063,-3.8110644172956842,1.4455394703363051,-4.945139112149345,-1.4835289143664578,-2.0279679207959624,-5.220637473299908,3.2672122790132967,-1.9415564872422273,2.253745051439406,1
PARMAJ,2.015903937374479,-0.788779008242449,4.3617781972565535,1.553717647388287,-1.7682401854125043,-8.236878598091105,-2.801877837679749,-0.7807488803092272,3.4104833903161715,0.6175588138867941,-1.7217339860536032,0.29062651334677564,0.8310204582676656,-4.77716517771557,0.6089347869544922,4.496394959521431,6.1764820508176586,-1.7946393743000273,5.099526001652104,-0.1670905281169307,-1.9760694310531122,-0.2971971055187556,0.6980604323821237,0.9495263882914481,1.3553313445558808,3.306196948954254,2.7082283092270796,-2.8699802300150057,0.21861729056078172,-0.918954952484812,0.4034532969483818,0.5188186150392639,-0.7269891631736465,-0.7269891631736785,-1.2592976337474069,-2.261408662335781,-0.716990642085501,0.7457665664204078,0.7457665664203963,-1.06081183249224,-0.00181743517507336,-2.1860324021372253,-2.2069908812416226,5.722343829981978,-10.359235841902839,-0.39025365154246244,1.28158154668645,1.223576608297613,-3.107184778754765,-0.023307205267843006,-1.7998989126564513,-0.8691482668474609,-0.2412556158500593,-2.5318505400818188,2.206104894571762,1.0144253686494293,-0.9838853367793161,-2.2078311708808482,-4.857734724807335,1.386844112228615,-3.1708736642840822,5.891872175564359,-1.1498230975118138,2.208170363865095,-0.9960067942180836,0.12336957580410556,1.076888269040147,5.2629634917835935,1.108694596624025,-0.20655667324594057,-0.9634468910483389,-0.5401820173826077,-4.793801266191091,1
